order_id,item_id,shipper_id,sku_id,quantity_ordered,date
ORD38186041,1,1,70132,4,2024-10-29
ORD38186132,1,3,70132,10,2023-12-30
ORD38187063,1,1,70132,9,2025-01-10
ORD38234320,1,4,70132,9,2024-10-08
ORD38234320,2,5,70133,6,2024-05-11
ORD38234320,3,2,70134,3,2024-10-16
ORD38234320,4,3,70135,5,2024-05-19
ORD38240641,1,4,70132,9,2024-11-06
ORD38240641,2,3,70133,5,2024-12-23
ORD38298755,1,1,70132,2,2024-04-12
ORD38298755,2,3,70133,1,2024-06-07
ORD38300729,1,5,70132,2,2024-09-29
ORD38300729,2,4,70133,9,2024-10-04
ORD38300729,3,5,70134,6,2024-06-01
ORD38300729,4,1,70135,5,2024-07-01
ORD38300729,5,5,70136,2,2025-01-22
ORD38300729,6,5,70137,3,2024-06-11
ORD38300729,7,2,70138,6,2024-01-17
ORD38300729,8,3,70139,7,2024-04-04
ORD38300729,9,4,70140,2,2024-03-13
ORD38300729,10,3,70141,9,2024-03-26
ORD38300729,11,3,70142,2,2024-07-02
ORD38300729,12,4,70143,3,2024-10-21
ORD38300729,13,1,70144,4,2024-01-15
ORD38300729,14,4,70145,6,2024-07-04
ORD38300729,15,5,70146,6,2024-03-19
ORD38318012,1,5,70132,4,2024-02-14
ORD38318012,2,1,70133,4,2024-12-18
ORD38320063,1,2,70132,9,2024-07-29
ORD38320063,2,4,70133,6,2025-01-21
ORD38320063,3,1,70134,2,2024-05-07
ORD38326069,1,2,70132,8,2024-07-21
ORD38326069,2,5,70133,9,2025-01-29
ORD38334434,1,5,70132,1,2024-11-26
ORD38334434,2,1,70133,9,2024-08-07
ORD38335309,1,1,70132,3,2024-09-05
ORD38335309,2,4,70133,10,2025-01-15
ORD38335309,3,5,70134,1,2024-11-26
ORD38335309,4,2,70135,2,2024-04-25
ORD38335309,5,1,70136,8,2025-01-10
ORD38335309,6,4,70137,5,2024-11-30
ORD38335309,7,3,70138,6,2024-12-13
ORD38335309,8,4,70139,6,2024-05-15
ORD38335309,9,5,70140,5,2024-04-28
ORD38341007,1,5,70132,8,2024-08-17
ORD38341007,2,4,70133,4,2024-03-15
ORD38341007,3,4,70134,4,2024-03-31
ORD38341007,4,1,70135,4,2024-12-29
ORD38357100,1,3,70132,10,2024-05-18
ORD38357100,2,2,70133,1,2024-06-29
ORD38357100,3,3,70134,2,2024-11-16
ORD38381229,1,5,70132,5,2024-05-14
ORD38381229,2,3,70133,2,2024-05-08
ORD38393948,1,5,70132,6,2025-01-24
ORD38393948,2,3,70133,1,2024-07-26
ORD38393948,3,2,70134,8,2024-06-26
ORD38393948,4,1,70135,3,2024-06-20
ORD38393948,5,1,70136,6,2024-08-12
ORD38393948,6,2,70137,4,2024-06-26
ORD38393948,7,3,70138,5,2024-11-14
ORD38393948,8,4,70139,1,2024-07-12
ORD38393948,9,5,70140,4,2024-05-13
ORD38393948,10,2,70141,3,2025-01-03
ORD38393948,11,2,70142,3,2024-06-16
ORD38394893,1,2,70132,8,2024-04-25
ORD38398904,1,4,70132,10,2024-02-07
ORD38399618,1,3,70132,8,2024-04-20
ORD38399618,2,5,70133,2,2024-04-23
ORD38399618,3,5,70134,3,2024-10-01
ORD38399618,4,3,70135,1,2024-07-06
ORD38399618,5,3,70136,4,2025-01-24
ORD38399618,6,5,70137,1,2024-12-19
ORD38399618,7,3,70138,2,2024-07-11
ORD38407535,1,3,70132,2,2024-09-04
ORD38408207,1,4,70132,3,2024-10-25
ORD38408207,2,3,70133,1,2024-02-03
ORD38408207,3,2,70134,10,2024-11-13
ORD38408207,4,3,70135,6,2024-02-19
ORD38408207,5,2,70136,5,2024-01-24
ORD38408207,6,3,70137,6,2024-11-09
ORD38420898,1,1,70132,1,2024-12-02
ORD38433043,1,2,70132,5,2024-01-15
ORD38443431,1,5,70132,10,2024-09-20
ORD38443431,2,5,70133,1,2024-07-17
ORD38466664,1,4,70132,8,2024-07-26
ORD38466664,2,2,70133,10,2025-01-20
ORD38466664,3,3,70134,9,2024-07-28
ORD38466664,4,2,70135,3,2024-11-13
ORD38466664,5,2,70136,1,2024-05-27
ORD38468218,1,5,70132,2,2024-09-07
ORD38468218,2,2,70133,1,2024-07-23
ORD38473349,1,2,70132,4,2024-04-18
ORD38473349,2,3,70133,4,2024-11-05
ORD38473930,1,1,70132,1,2024-08-19
ORD38477514,1,4,70132,3,2024-02-08
ORD38482344,1,3,70132,3,2024-09-05
ORD38482344,2,4,70133,10,2024-06-08
ORD38494461,1,1,70132,4,2024-04-25
ORD38494461,2,5,70133,2,2024-08-31
ORD38495602,1,3,70132,4,2024-11-21
ORD38520172,1,4,70132,5,2024-08-07
ORD38520172,2,3,70133,10,2024-02-16
ORD38520172,3,1,70134,6,2024-10-05
ORD38520172,4,4,70135,5,2024-06-06
ORD38520172,5,2,70136,5,2024-11-08
ORD38520172,6,1,70137,7,2024-05-18
ORD38520172,7,2,70138,6,2024-07-16
ORD38520172,8,1,70139,7,2024-07-30
ORD38520172,9,5,70140,6,2025-01-20
ORD38520172,10,2,70141,8,2024-10-27
ORD38520172,11,3,70142,6,2024-07-25
ORD38520172,12,3,70143,8,2024-12-18
ORD38522314,1,4,70132,3,2024-11-27
ORD38547927,1,3,70132,3,2024-03-17
ORD38547927,2,3,70133,10,2024-10-05
ORD38564524,1,4,70132,2,2024-02-15
ORD38584908,1,3,70132,10,2024-01-31
ORD38600539,1,4,70132,3,2024-01-21
ORD38604396,1,1,70132,1,2024-02-04
ORD38604396,2,5,70133,10,2024-03-10
ORD38653578,1,1,70132,6,2024-11-25
ORD38653578,2,3,70133,3,2024-08-29
ORD38653578,3,5,70134,9,2024-01-27
ORD38686898,1,5,70132,10,2024-01-13
ORD38704496,1,3,70132,10,2024-03-15
ORD38704496,2,3,70133,7,2024-03-04
ORD38710761,1,2,70132,1,2024-04-24
ORD38710761,2,5,70133,10,2024-01-17
ORD38710761,3,1,70134,4,2024-02-29
ORD38710761,4,4,70135,3,2024-04-04
ORD38716767,1,3,70132,4,2025-01-22
ORD38738362,1,2,70132,6,2024-06-01
ORD38738362,2,2,70133,4,2024-01-17
ORD38738362,3,1,70134,9,2024-04-06
ORD38746482,1,2,70132,7,2024-08-18
ORD38752306,1,5,70132,3,2024-04-02
ORD38752306,2,4,70133,6,2024-09-11
ORD38752306,3,5,70134,5,2024-02-24
ORD38754469,1,2,70132,8,2024-05-18
ORD38754469,2,3,70133,2,2024-02-28
ORD38754469,3,2,70134,5,2024-11-19
ORD38759537,1,1,70132,8,2024-11-17
ORD38759537,2,3,70133,1,2024-10-27
ORD38759537,3,2,70134,4,2025-01-17
ORD38768273,1,1,70132,10,2024-12-29
ORD38779424,1,3,70132,4,2024-08-18
ORD38779424,2,2,70133,4,2024-11-22
ORD38779424,3,1,70134,5,2024-12-07
ORD38779424,4,5,70135,10,2024-04-26
ORD38779424,5,1,70136,1,2024-09-05
ORD38779424,6,3,70137,9,2024-03-22
ORD38779424,7,2,70138,5,2024-01-31
ORD38779424,8,2,70139,3,2024-06-27
ORD38779424,9,3,70140,2,2024-04-08
ORD38801719,1,5,70132,10,2025-01-21
ORD38819387,1,5,70132,8,2024-11-04
ORD38819387,2,5,70133,6,2024-09-22
ORD38819387,3,2,70134,1,2025-01-01
ORD38821200,1,4,70132,5,2024-12-30
ORD38838945,1,1,70132,8,2024-02-02
ORD38838945,2,4,70133,2,2024-12-10
ORD38838945,3,5,70134,10,2024-11-24
ORD38838945,4,2,70135,2,2024-01-13
ORD38838945,5,2,70136,3,2024-08-29
ORD38838945,6,2,70137,1,2024-06-30
ORD38838945,7,1,70138,1,2024-06-25
ORD38860575,1,2,70132,2,2024-08-29
ORD38884424,1,5,70132,10,2024-12-30
ORD38884424,2,1,70133,4,2024-02-20
ORD38884424,3,5,70134,9,2024-11-11
ORD38884424,4,2,70135,7,2024-10-17
ORD38896737,1,2,70132,9,2025-01-19
ORD38896737,2,1,70133,2,2024-09-10
ORD38896737,3,2,70134,7,2024-08-30
ORD38896737,4,3,70135,9,2024-06-09
ORD38897031,1,2,70132,6,2024-05-16
ORD38932325,1,4,70132,9,2024-06-14
ORD38932325,2,5,70133,9,2024-06-21
ORD38947935,1,2,70132,4,2024-08-22
ORD38947935,2,5,70133,10,2024-02-24
ORD38947935,3,5,70134,2,2024-01-18
ORD38947935,4,5,70135,5,2024-12-17
ORD38952870,1,2,70132,9,2024-03-28
ORD38952870,2,5,70133,5,2024-04-13
ORD38956475,1,1,70132,5,2024-06-04
ORD38956475,2,4,70133,6,2024-04-22
ORD38956475,3,3,70134,7,2024-03-20
ORD38957161,1,3,70132,4,2024-12-25
ORD38961200,1,5,70132,4,2024-12-23
ORD38962012,1,2,70132,1,2024-10-21
ORD38962012,2,1,70133,5,2024-01-20
ORD38991671,1,1,70132,6,2024-09-10
ORD38998706,1,2,70132,6,2024-12-22
ORD38998706,2,3,70133,10,2024-12-22
ORD39002738,1,1,70132,4,2024-09-28
ORD39025215,1,2,70132,4,2024-06-07
ORD39025215,2,4,70133,3,2025-01-10
ORD39039383,1,1,70132,6,2024-12-09
ORD39039383,2,5,70133,2,2024-06-22
ORD39039383,3,1,70134,3,2024-12-15
ORD39039383,4,2,70135,2,2024-04-09
ORD39043037,1,1,70132,1,2024-12-25
ORD39100353,1,5,70132,10,2024-08-21
ORD39100353,2,5,70133,8,2024-09-12
ORD39100353,3,1,70134,10,2024-02-07
ORD39113352,1,1,70132,3,2024-11-16
ORD39113352,2,1,70133,7,2024-10-28
ORD39113352,3,2,70134,6,2024-08-06
ORD39113352,4,2,70135,4,2024-12-31
ORD39113352,5,1,70136,10,2024-11-16
ORD39120471,1,3,70132,10,2024-09-11
ORD39120471,2,2,70133,9,2024-02-18
ORD39120471,3,5,70134,4,2024-04-10
ORD39120471,4,1,70135,2,2024-12-31
ORD39120471,5,2,70136,7,2024-12-21
ORD39120471,6,3,70137,10,2024-10-04
ORD39120471,7,2,70138,8,2024-05-28
ORD39120471,8,1,70139,6,2024-12-08
ORD39120471,9,5,70140,5,2024-04-03
ORD39120471,10,1,70141,5,2024-05-09
ORD39120471,11,3,70142,5,2024-03-22
ORD39120471,12,4,70143,8,2024-09-08
ORD39120471,13,4,70144,5,2023-12-28
ORD39120471,14,2,70145,4,2024-11-04
ORD39120471,15,4,70146,6,2024-09-12
ORD39130418,1,3,70132,1,2024-10-06
ORD39147141,1,3,70132,4,2025-01-27
ORD39151929,1,2,70132,4,2024-04-11
ORD39151929,2,5,70133,7,2024-04-16
ORD39155345,1,5,70132,7,2024-02-16
ORD39155345,2,2,70133,1,2024-05-24
ORD39166440,1,4,70132,5,2024-04-25
ORD39204317,1,1,70132,2,2024-01-22
ORD39204317,2,4,70133,1,2024-01-16
ORD39204317,3,4,70134,8,2024-01-16
ORD39204317,4,1,70135,2,2024-02-16
ORD39205507,1,1,70132,1,2024-05-04
ORD39212906,1,4,70132,7,2024-02-26
ORD39234172,1,3,70132,1,2024-12-21
ORD39289437,1,2,70132,5,2024-06-07
ORD39306083,1,5,70132,10,2024-05-02
ORD39306083,2,1,70133,8,2024-11-21
ORD39311879,1,1,70132,10,2025-01-12
ORD39311879,2,2,70133,1,2024-08-05
ORD39311879,3,3,70134,4,2024-10-05
ORD39311879,4,3,70135,7,2025-01-09
ORD39337296,1,5,70132,9,2024-11-14
ORD39337296,2,3,70133,1,2024-12-27
ORD39344170,1,2,70132,1,2024-07-03
ORD39364491,1,2,70132,5,2025-01-12
ORD39377203,1,5,70132,10,2024-01-27
ORD39378540,1,4,70132,4,2024-03-11
ORD39378540,2,2,70133,1,2024-05-17
ORD39378540,3,3,70134,6,2024-12-25
ORD39378540,4,1,70135,3,2024-09-24
ORD39378540,5,3,70136,5,2024-05-11
ORD39378540,6,1,70137,6,2024-08-29
ORD39378540,7,1,70138,6,2024-10-15
ORD39378540,8,3,70139,1,2024-04-20
ORD39378540,9,5,70140,10,2024-04-14
ORD39378540,10,2,70141,6,2024-08-01
ORD39378540,11,4,70142,4,2024-09-30
ORD39378540,12,4,70143,10,2024-09-08
ORD39447882,1,2,70132,10,2024-01-14
ORD39462400,1,3,70132,9,2024-10-23
ORD39462400,2,4,70133,3,2024-06-13
ORD39476085,1,4,70132,5,2024-03-06
ORD39476302,1,4,70132,3,2024-09-09
ORD39476302,2,4,70133,1,2024-04-05
ORD39476302,3,4,70134,4,2024-10-14
ORD39476302,4,2,70135,2,2024-05-06
ORD39476302,5,5,70136,5,2024-05-17
ORD39480859,1,2,70132,9,2024-06-20
ORD39489322,1,2,70132,6,2024-09-24
ORD39489322,2,3,70133,9,2024-08-07
ORD39502342,1,4,70132,1,2024-09-12
ORD39502769,1,4,70132,3,2024-02-29
ORD39505184,1,3,70132,2,2024-02-16
ORD39505359,1,5,70132,8,2024-07-12
ORD39507249,1,5,70132,8,2024-09-26
ORD39509244,1,5,70132,8,2024-05-06
ORD39510840,1,5,70132,3,2024-12-07
ORD39511778,1,2,70132,7,2024-02-27
ORD39512128,1,5,70132,10,2024-07-25
ORD39512128,2,4,70133,5,2024-12-30
ORD39512128,3,4,70134,3,2025-01-07
ORD39512128,4,1,70135,2,2024-10-08
ORD39512128,5,5,70136,9,2024-11-10
ORD39512856,1,4,70132,3,2024-12-25
ORD39513941,1,3,70132,2,2024-03-31
ORD39514837,1,4,70132,3,2024-09-15
ORD39514837,2,4,70133,5,2024-09-17
ORD39514837,3,1,70134,8,2024-10-29
ORD39514837,4,3,70135,5,2024-07-06
ORD39514837,5,2,70136,10,2024-07-20
ORD39514837,6,3,70137,10,2024-05-13
ORD39514837,7,5,70138,1,2024-08-20
ORD39514837,8,3,70139,5,2024-12-17
ORD39514837,9,3,70140,5,2024-03-27
ORD39514837,10,5,70141,7,2025-01-14
ORD39514837,11,2,70142,9,2024-05-08
ORD39514837,12,3,70143,3,2024-04-24
ORD39517658,1,2,70132,4,2024-04-03
ORD39517987,1,1,70132,8,2024-07-30
ORD39518967,1,5,70132,5,2024-02-20
ORD39521704,1,2,70132,9,2024-08-04
ORD39521872,1,2,70132,2,2024-04-06
ORD39524042,1,2,70132,1,2024-06-21
ORD39525155,1,3,70132,2,2024-01-31
ORD39544657,1,5,70132,2,2024-05-03
ORD39544657,2,1,70133,1,2024-10-10
ORD39544657,3,5,70134,9,2024-10-14
ORD39545931,1,3,70132,5,2024-09-11
ORD39556998,1,2,70132,7,2024-01-28
ORD39558993,1,3,70132,10,2024-10-06
ORD39560722,1,3,70132,4,2024-10-15
ORD39564747,1,1,70132,1,2024-09-05
ORD39579825,1,4,70132,1,2024-06-13
ORD39580679,1,4,70132,4,2024-01-06
ORD39582947,1,2,70132,7,2024-01-09
ORD39599068,1,5,70132,4,2024-06-04
ORD39599068,2,3,70133,1,2025-01-25
ORD39614804,1,5,70132,6,2024-06-01
ORD39622448,1,5,70132,10,2024-04-01
ORD39622448,2,3,70133,6,2024-12-26
ORD39622448,3,2,70134,9,2024-09-19
ORD39622448,4,3,70135,6,2024-10-24
ORD39622448,5,2,70136,7,2024-12-25
ORD39626858,1,3,70132,3,2024-07-06
ORD39626858,2,3,70133,4,2024-04-19
ORD39633515,1,2,70132,1,2024-11-14
ORD39640095,1,5,70132,6,2024-05-07
ORD39640095,2,5,70133,8,2024-09-13
ORD39640095,3,3,70134,6,2024-08-04
ORD39640095,4,4,70135,2,2024-07-11
ORD39640095,5,2,70136,5,2024-07-27
ORD39640095,6,5,70137,4,2024-01-02
ORD39640095,7,5,70138,6,2024-10-16
ORD39640095,8,2,70139,2,2024-08-14
ORD39640095,9,5,70140,2,2024-11-06
ORD39640095,10,5,70141,6,2024-03-17
ORD39640095,11,2,70142,7,2024-10-09
ORD39640095,12,5,70143,1,2024-12-17
ORD39642783,1,3,70132,1,2024-01-29
ORD39649629,1,5,70132,7,2024-05-13
ORD39654459,1,4,70132,10,2024-08-03
ORD39654459,2,4,70133,3,2024-11-06
ORD39654459,3,2,70134,8,2025-01-03
ORD39655964,1,5,70132,8,2024-06-26
ORD39660080,1,1,70132,8,2024-08-13
ORD39674843,1,4,70132,2,2024-07-04
ORD39683803,1,4,70132,9,2024-05-07
ORD39704481,1,5,70132,2,2024-04-15
ORD39709514,1,5,70132,5,2024-11-26
ORD39709514,2,3,70133,5,2024-10-01
ORD39710543,1,3,70132,5,2024-06-17
ORD39727245,1,4,70132,1,2024-12-15
ORD39728085,1,5,70132,6,2025-01-26
ORD39729688,1,2,70132,5,2024-02-12
ORD39729688,2,1,70133,5,2024-10-18
ORD39740524,1,3,70132,2,2024-12-17
ORD39740524,2,3,70133,10,2024-08-22
ORD39740524,3,1,70134,7,2024-04-27
ORD39749295,1,3,70132,2,2024-11-05
ORD39757793,1,5,70132,3,2024-01-05
ORD39768475,1,1,70132,8,2024-09-30
ORD39769441,1,1,70132,6,2025-01-12
ORD39770645,1,4,70132,10,2024-07-18
ORD39774579,1,3,70132,4,2024-09-24
ORD39791288,1,2,70132,2,2024-04-13
ORD39793101,1,4,70132,5,2024-01-06
ORD39798722,1,4,70132,9,2024-12-28
ORD39847421,1,2,70132,9,2024-02-16
ORD39847421,2,1,70133,9,2024-03-10
ORD39847421,3,4,70134,10,2024-11-02
ORD39847421,4,4,70135,8,2025-01-01
ORD39847421,5,3,70136,10,2024-10-19
ORD39847421,6,3,70137,10,2024-08-18
ORD39847421,7,3,70138,5,2024-12-04
ORD39847421,8,1,70139,10,2024-12-01
ORD39847421,9,1,70140,9,2024-07-18
ORD39847421,10,2,70141,2,2024-05-27
ORD39847421,11,2,70142,1,2024-02-01
ORD39847421,12,4,70143,9,2024-03-25
ORD39847421,13,2,70144,10,2024-12-19
ORD39847421,14,4,70145,5,2024-10-20
ORD39854365,1,1,70132,8,2024-07-09
ORD39859251,1,2,70132,9,2024-10-22
ORD39866139,1,3,70132,7,2024-01-31
ORD39882701,1,5,70132,7,2024-08-21
ORD39905318,1,1,70132,6,2025-01-15
ORD39905472,1,2,70132,2,2024-02-05
ORD39944707,1,4,70132,10,2024-06-08
ORD39945442,1,5,70132,9,2025-01-22
ORD39945442,2,1,70133,2,2024-12-13
ORD39945442,3,4,70134,2,2024-06-07
ORD39945442,4,2,70135,5,2024-03-26
ORD39945442,5,4,70136,2,2025-01-03
ORD39962578,1,5,70132,2,2024-07-31
ORD39962578,2,1,70133,4,2023-12-31
ORD39962578,3,5,70134,7,2024-03-05
ORD39962578,4,3,70135,10,2024-12-07
ORD39966106,1,1,70132,3,2024-06-26
ORD39978398,1,3,70132,6,2024-10-12
ORD39978398,2,3,70133,5,2024-01-12
ORD39978398,3,1,70134,1,2024-01-20
ORD39978398,4,3,70135,2,2024-09-20
ORD39978398,5,5,70136,1,2025-01-01
ORD39978398,6,4,70137,3,2024-05-03
ORD39980491,1,4,70132,9,2024-05-29
ORD39988723,1,1,70132,1,2024-04-03
ORD40009604,1,3,70132,10,2024-07-01
ORD40020041,1,3,70132,3,2024-10-18
ORD40020041,2,2,70133,1,2024-08-20
ORD40020041,3,5,70134,7,2024-07-28
ORD40020041,4,1,70135,2,2024-03-24
ORD40020041,5,2,70136,4,2024-12-12
ORD40020041,6,4,70137,1,2024-09-17
ORD40048048,1,3,70132,9,2024-03-28
ORD40048048,2,2,70133,3,2024-03-30
ORD40048048,3,1,70134,9,2024-03-22
ORD40048048,4,3,70135,7,2024-04-10
ORD40048048,5,2,70136,3,2024-11-08
ORD40057827,1,1,70132,7,2024-07-11
ORD40064246,1,2,70132,2,2024-01-28
ORD40069524,1,1,70132,9,2024-08-11
ORD40119539,1,1,70132,2,2024-07-05
ORD40126119,1,3,70132,8,2024-02-10
ORD40132951,1,2,70132,9,2024-08-18
ORD40141162,1,5,70132,2,2024-05-04
ORD40159243,1,1,70132,3,2023-12-30
ORD40159243,2,5,70133,10,2024-05-27
ORD40202797,1,2,70132,5,2024-06-27
ORD40203392,1,5,70132,5,2024-02-21
ORD40238357,1,3,70132,5,2024-12-31
ORD40238357,2,2,70133,7,2024-10-13
ORD40243327,1,3,70132,5,2024-06-12
ORD40243327,2,2,70133,9,2024-10-31
ORD40243327,3,4,70134,1,2024-02-13
ORD40243327,4,2,70135,7,2024-10-25
ORD40243327,5,2,70136,8,2025-01-27
ORD40248815,1,2,70132,9,2024-03-27
ORD40248815,2,4,70133,8,2025-01-13
ORD40253274,1,2,70132,8,2025-01-07
ORD40281589,1,5,70132,2,2024-03-06
ORD40301532,1,3,70132,8,2024-03-21
ORD40313173,1,5,70132,4,2024-01-28
ORD40313173,2,3,70133,6,2024-07-29
ORD40331898,1,3,70132,1,2024-01-11
ORD40331898,2,3,70133,8,2024-02-15
ORD40335020,1,5,70132,4,2024-05-24
ORD40341607,1,1,70132,7,2024-09-19
ORD40352730,1,1,70132,9,2024-03-22
ORD40353990,1,2,70132,6,2024-09-06
ORD40362712,1,5,70132,5,2024-01-18
ORD40368284,1,5,70132,9,2024-08-01
ORD40371770,1,1,70132,9,2024-09-15
ORD40376278,1,2,70132,8,2024-05-20
ORD40376278,2,3,70133,3,2024-06-30
ORD40376278,3,3,70134,3,2024-08-18
ORD40391433,1,5,70132,4,2024-09-13
ORD40392294,1,1,70132,2,2024-07-13
ORD40392294,2,1,70133,1,2024-08-26
ORD40392294,3,3,70134,7,2024-09-13
ORD40392294,4,1,70135,6,2024-10-10
ORD40396172,1,5,70132,1,2024-02-15
ORD40398251,1,2,70132,8,2024-01-13
ORD40398251,2,4,70133,9,2024-01-26
ORD40398251,3,5,70134,8,2024-05-11
ORD40398251,4,3,70135,9,2024-02-18
ORD40398251,5,4,70136,9,2024-07-17
ORD40398251,6,1,70137,7,2025-01-11
ORD40398251,7,3,70138,3,2024-05-20
ORD40403781,1,2,70132,2,2024-02-11
ORD40415149,1,4,70132,2,2025-01-03
ORD40426503,1,5,70132,2,2024-03-14
ORD40453523,1,2,70132,3,2024-05-04
ORD40470190,1,4,70132,7,2024-04-29
ORD40473802,1,3,70132,10,2024-01-12
ORD40473802,2,3,70133,6,2024-02-27
ORD40473802,3,2,70134,10,2024-04-27
ORD40473802,4,2,70135,6,2024-05-15
ORD40473802,5,4,70136,9,2024-12-18
ORD40473802,6,4,70137,3,2024-10-08
ORD40473802,7,4,70138,10,2024-09-19
ORD40473802,8,5,70139,6,2024-09-19
ORD40475573,1,5,70132,1,2024-07-23
ORD40475573,2,5,70133,2,2024-06-21
ORD40478898,1,2,70132,2,2024-09-19
ORD40478898,2,5,70133,10,2024-11-14
ORD40478898,3,5,70134,10,2024-07-05
ORD40478898,4,5,70135,4,2024-11-05
ORD40478898,5,5,70136,2,2024-05-27
ORD40525231,1,1,70132,9,2024-03-20
ORD40525595,1,5,70132,7,2024-10-27
ORD40532693,1,4,70132,6,2024-12-25
ORD40536179,1,2,70132,10,2024-04-27
ORD40539854,1,4,70132,3,2024-11-01
ORD40587482,1,2,70132,3,2024-06-05
ORD40587482,2,4,70133,2,2024-07-13
ORD40595476,1,2,70132,7,2024-05-11
ORD40601377,1,5,70132,10,2024-07-17
ORD40603414,1,1,70132,9,2024-01-05
ORD40606851,1,4,70132,1,2024-07-24
ORD40606851,2,3,70133,1,2025-01-24
ORD40606851,3,5,70134,8,2024-11-12
ORD40629223,1,1,70132,9,2024-09-27
ORD40629223,2,3,70133,2,2024-04-23
ORD40629223,3,1,70134,6,2024-09-07
ORD40629223,4,2,70135,2,2024-04-23
ORD40636615,1,3,70132,1,2024-06-22
ORD40636615,2,4,70133,10,2024-06-16
ORD40636615,3,5,70134,1,2024-10-19
ORD40636615,4,5,70135,7,2024-06-27
ORD40636615,5,5,70136,1,2024-06-30
ORD40636615,6,4,70137,10,2025-01-02
ORD40636615,7,3,70138,1,2024-12-16
ORD40636615,8,3,70139,10,2024-03-18
ORD40636615,9,1,70140,4,2024-09-12
ORD40636615,10,4,70141,5,2025-01-30
ORD40657825,1,5,70132,5,2024-03-22
ORD40657825,2,2,70133,8,2024-02-10
ORD40657825,3,5,70134,10,2024-08-24
ORD40657825,4,5,70135,6,2025-01-11
ORD40657825,5,4,70136,5,2024-07-09
ORD40657825,6,3,70137,2,2024-07-29
ORD40671734,1,2,70132,2,2024-06-30
ORD40672910,1,4,70132,8,2024-07-08
ORD40680757,1,1,70132,6,2024-05-16
ORD40680757,2,1,70133,10,2024-02-26
ORD40680757,3,3,70134,6,2024-11-07
ORD40680757,4,4,70135,6,2024-12-29
ORD40695443,1,5,70132,2,2024-05-03
ORD40704263,1,4,70132,5,2024-05-05
ORD40707266,1,1,70132,1,2024-05-27
ORD40707266,2,2,70133,6,2024-09-23
ORD40710773,1,5,70132,1,2024-02-12
ORD40710773,2,1,70133,10,2024-06-26
ORD40729932,1,4,70132,4,2024-10-08
ORD40746767,1,4,70132,8,2024-10-09
ORD40746767,2,4,70133,2,2024-03-25
ORD40746767,3,1,70134,9,2024-04-25
ORD40746767,4,1,70135,5,2024-03-15
ORD40746767,5,3,70136,7,2024-02-04
ORD40746767,6,1,70137,4,2025-01-01
ORD40746767,7,5,70138,3,2024-01-27
ORD40746767,8,4,70139,7,2024-09-10
ORD40746767,9,1,70140,4,2024-08-13
ORD40746767,10,3,70141,3,2024-08-31
ORD40746767,11,2,70142,9,2024-02-07
ORD40746767,12,4,70143,7,2024-10-26
ORD40746767,13,4,70144,7,2024-03-16
ORD40746767,14,1,70145,10,2024-01-28
ORD40746767,15,2,70146,6,2024-02-06
ORD40746767,16,5,70147,5,2024-02-16
ORD40746767,17,3,70148,8,2024-06-02
ORD40746767,18,1,70149,10,2024-04-06
ORD40746767,19,5,70150,10,2025-01-03
ORD40746767,20,5,70151,9,2023-12-29
ORD40751506,1,5,70132,1,2025-01-17
ORD40771260,1,5,70132,6,2024-11-01
ORD40809697,1,2,70132,7,2024-01-20
ORD40811706,1,2,70132,4,2024-04-27
ORD40811706,2,2,70133,6,2025-01-01
ORD40829899,1,2,70132,10,2024-03-09
ORD40829899,2,5,70133,2,2024-12-17
ORD40829899,3,4,70134,8,2024-09-06
ORD40829899,4,2,70135,3,2024-12-29
ORD40831404,1,4,70132,8,2024-04-15
ORD40850136,1,2,70132,6,2024-11-08
ORD40851851,1,4,70132,7,2024-01-07
ORD40857311,1,5,70132,4,2024-10-07
ORD40857311,2,5,70133,1,2024-05-08
ORD40876050,1,1,70132,5,2024-04-25
ORD40876050,2,5,70133,4,2024-02-15
ORD40876050,3,5,70134,4,2024-04-23
ORD40907060,1,3,70132,3,2024-04-12
ORD40909349,1,3,70132,5,2024-09-30
ORD40926485,1,5,70132,5,2024-06-03
ORD40926485,2,2,70133,5,2025-01-06
ORD40958300,1,3,70132,5,2024-11-12
ORD40958300,2,5,70133,2,2024-05-22
ORD40984550,1,5,70132,5,2024-09-09
ORD40996457,1,1,70132,4,2024-10-06
ORD40996457,2,1,70133,9,2024-11-07
ORD41000601,1,4,70132,3,2024-04-18
ORD41011094,1,3,70132,1,2024-08-30
ORD41011094,2,5,70133,1,2024-10-05
ORD41011094,3,3,70134,1,2024-01-09
ORD41011094,4,2,70135,3,2025-01-05
ORD41011976,1,4,70132,8,2025-01-10
ORD41017492,1,5,70132,10,2024-06-19
ORD41020873,1,3,70132,1,2024-09-14
ORD41022651,1,2,70132,8,2024-02-18
ORD41022651,2,4,70133,9,2024-12-21
ORD41022651,3,1,70134,2,2024-04-03
ORD41022651,4,4,70135,7,2025-01-25
ORD41022651,5,2,70136,4,2024-02-21
ORD41022651,6,2,70137,8,2024-12-25
ORD41022651,7,2,70138,6,2024-02-23
ORD41022651,8,4,70139,4,2024-08-18
ORD41022651,9,3,70140,7,2024-08-07
ORD41022651,10,1,70141,10,2024-02-14
ORD41022651,11,3,70142,7,2024-07-16
ORD41023295,1,1,70132,2,2024-02-17
ORD41027985,1,5,70132,2,2024-04-09
ORD41027985,2,4,70133,3,2024-03-31
